input,output
"['windAmount | overwegend_matig', 'windDirection | zuid_tot_zuidoost']",De wind komt uit zuid tot zuidoost en is overwegend matig.
"['cloudChange | toe', 'compassDirection | noord', 'compassDirection | zuid', 'compassDirection | zuidwesten', 'locationArea | over_het_land', 'timePoint | Donderdag_overdag', 'timePoint | avond', 'timePoint | in_de_middag', 'weatherIntensity | enkele', 'weatherType | buien']",Donderdag overdag neemt de bewolking van het zuidwesten uit toe en in de middag en avond trekken er enkele buien van zuid naar noord over het land.
"['gustAmount | windstoten', 'weatherOccurringChance | kleine_kans', 'weatherType | hagel', 'weatherType | onweer']","Hierbij is er een kleine kans op onweer, hagel en windstoten."
"['locationArea | aan_de_zuidwestkust', 'locationArea | in_het_noordoosten', 'maximumTemperature | 17°C', 'maximumTemperature | 21°C']",De maxima liggen tussen 17°C aan de zuidwestkust en 21°C in het noordoosten.
"['windAmount | matig_tot_vrij_krachtig', 'windDirection | zuid_tot_zuidoost']",De wind is zuid tot zuidoost en matig tot vrij krachtig.
"['cloudAmount | veel_bewolking', 'timePoint | komende_nacht', 'weatherFrequency | af_en_toe', 'weatherType | regenen']",Er is veel bewolking en komende nacht gaat het af en toe regenen.
"['minimumTemperature | 8°C', 'temperatureHotCold | niet_koud']",Met een minimumtemperatuur van circa 8°C wordt het niet koud.
"['windAmount | vrij_krachtig', 'windDirection | zuidwestenwind']","De zuidwestenwind is vrij krachtig, langs de kust en op het IJsselmeer krachtig tot hard."
"['cloudAmount | bewolkt', 'timePoint | Overdag', 'weatherFrequency | perioden', 'weatherType | regen']",Overdag is het bewolkt en zijn er perioden met regen.
"['compassDirection | zuiden', 'locationArea | op_steeds_meer_plaatsen', 'timePoint | In_de_middag_en_avond', 'weatherChange | geleidelijk', 'weatherType | droog']",In de middag en avond wordt het van het zuiden uit geleidelijk op steeds meer plaatsen droog.
"['locationArea | in_het_noorden', 'maximumTemperature | 11°C', 'timePoint | in_de_avond']","De maximumtemperatuur bedraagt ongeveer 11°C, in het noorden wordt deze temperatuur pas in de avond bereikt."
"['windAmount | krachtig', 'windAmount | matig_tot_vrij_krachtig', 'windDirection | zuidwestenwind']","De zuidwestenwind is matig tot vrij krachtig, langs de kust en op het IJsselmeer krachtig."
"['locationArea | langs_de_kust', 'timePoint | In_de_middag', 'windAmount | hard', 'windChange | toe']",In de middag neemt de wind langs de kust weer toe naar hard.
"['cloudAmount | vrij_veel_bewolking', 'timePoint | In_de_nacht_naar_maandag', 'weatherIntensity | hier_en_daar', 'weatherType | regen']",In de nacht naar maandag is er vrij veel bewolking en valt er hier en daar regen.
['minimumTemperature | 8°C'],De minimumtemperatuur ligt rond de 8°C.
"['windAmount | (vrij)_krachtig', 'windDirection | zuid-_tot_zuidwestenwind']",De zuid- tot zuidwestenwind wordt (vrij) krachtig boven land en hard tot stormachtig langs de kust en boven het IJsselmeer.
"['gustAmount | zware_windstoten', 'gustVelocity | 80', 'timePoint | Tegen_de_ochtend']",Tegen de ochtend kunnen er zware windstoten van rond de 80 km/uur voorkomen.
"['cloudAmount | wisselend_bewolkt', 'compassDirection | west', 'timePoint | Maandag_overdag', 'weatherIntensity | enkele', 'weatherType | buien']",Maandag overdag is het wisselend bewolkt en trekken er enkele buien van west naar oost over het land.
"['locationArea | op_de_meeste_plaatsen', 'timePoint | In_de_middag', 'weatherType | droog']",In de middag wordt het op de meeste plaatsen droog.
"['temperatureCelsius | 9°C', 'timePoint | middagtemperatuur']",De middagtemperatuur wordt ongeveer 9°C.
"['windAmount | (vrij)_krachtig', 'windDirection | zuidwestelijke']","De zuidwestelijke wind is (vrij) krachtig, aan de kust en boven het IJsselmeer hard tot stormachtig."
"['gustAmount | windstoten', 'gustVelocity | 75-90']",Er komen windstoten voor van 75-90 km/uur.
"['compassDirection | zuiden', 'timePoint | In_de_middag', 'windChange | geleidelijk_af']",In de middag neemt de wind van het zuiden uit geleidelijk af.
"['locationArea | vrijwel_overal', 'weatherChange | Geleidelijk', 'weatherType | zonnig']",Geleidelijk wordt het vrijwel overal zonnig.
"['cloudType | lage_bewolking', 'locationArea | Langs_de_westkust', 'locationArea | in_het_noordwestelijk_kustgebied', 'weatherOccurringChance | aanhoudend_kans', 'weatherType | mist']",Langs de westkust en in het noordwestelijk kustgebied is er echter aanhoudend kans op mist of lage bewolking.
"['locationArea | over_het_westen', ""timePoint | 's_avonds"", 'weatherChange | uitbreiden', 'weatherOccurringChance | kans', 'weatherType | zeemist']",Er is een kans dat eventuele zeemist zich 's avonds over het westen en noorden gaat uitbreiden.
"['temperatureCelsius | 10°C', 'timePoint | middagtemperatuur', 'weatherArea | lokaal', 'weatherOccurringChance | mogelijk', 'windAmount | zwakke_tot_matige', 'windDirection | tussen_oost_en_zuid']",De middagtemperatuur loopt uiteen van 10°C op de Wadden tot lokaal mogelijk lokaal 20°C in het zuidoosten bij een zwakke tot matige wind uit richtingen tussen oost en zuid.
"['timePoint | In_de_loop_van_de_middag', 'windChange | zuidwest_tot_west']",In de loop van de middag draait de wind naar zuidwest tot west.
"['timePoint | Komende_nacht', 'weatherOccurringChance | kans', 'weatherType | mist']",Komende nacht is er opnieuw kans op mist.
"['cloudAmount | bewolking', 'cloudChange | toe', 'locationArea | in_het_noordwesten']",Later neemt in het noordwesten de bewolking toe.
"['minimumTemperature | 5°C', 'weatherType | droog']",Het blijft droog en de minimumtemperatuur komt uit rond 5°C.
"['windAmount | zwak_tot_matig', 'windDirection | westelijke']",De westelijke wind is zwak tot matig.
"['cloudAmount | bewolking', 'cloudChange | toe', 'compassDirection | noordwesten', 'timePoint | Zaterdagochtend', 'weatherChange | geleidelijk_op', 'weatherOccurringChance | eventueel', 'weatherType | mist']",Zaterdagochtend neemt vanuit het noordwesten de bewolking toe en lost de eventueel aanwezig mist geleidelijk op.
"[""timePoint | 's_middags"", 'weatherArea | lokaal', 'weatherIntensity | lichte', 'weatherType | regen', 'weatherType | regen']","Vooral 's middags zou lokaal wat lichte regen kunnen vallen, maar veel stelt de regen niet voor."
"['locationArea | in_het_noorden', 'timePoint | In_de_loop_van_de_middag', 'weatherType | klaart']",In de loop van de middag klaart het in het noorden op en blijft het droog.
"['compassDirection | noorden', 'timePoint | in_de_loop_van_de_dag', 'windChange | noordelijke']",Van het noorden uit draait de wind in de loop van de dag naar een noordelijke richting.
['temperatureHotCold | koelere'],Daarmee wordt koelere lucht aangevoerd.
"['maximumTemperature | 10°C', 'weatherArea | lokaal', 'weatherOccurringChance | mogelijk']",De maximumtemperaturen lopen uiteen van 10°C in het noorden tot lokaal mogelijk nog 14°C in het zuidoosten.
"['cloudAmount | vrij_veel_bewolking', 'locationArea | in_het_midden', 'locationArea | zuiden', 'weatherArea | plaatselijk', 'weatherType | buien', 'weatherType | onweer']","Er is vrij veel bewolking en er komen vooral in het midden en zuiden buien voor, plaatselijk met onweer."
"['locationArea | in_het_zuidoosten', 'precipitationAmount | 20-30', 'timePoint | in_korte_tijd', 'weatherType | neerslag']",Met name in het zuidoosten kan ook veel (20-30 mm) neerslag in korte tijd vallen.
"['locationArea | In_het_noorden', 'weatherOccurringChance | gering', 'weatherType | buien', 'weatherType | zon']",In het noorden is er meer ruimte voor de zon en is de kans op buien gering.
"['compassDirection | noorden', 'locationArea | op_steeds_meer_plaatsen', 'timePoint | In_de_tweede_helft_van_de_middag', 'weatherType | droog', 'weatherType | zon']",In de tweede helft van de middag wordt het van het noorden uit droog en breekt op steeds meer plaatsen de zon door.
"['locationArea | Limburg', 'timePoint | halverwege_de_avond', 'weatherChange | verlaten', 'weatherType | buien']",De laatste buien zullen halverwege de avond Limburg verlaten.
"['temperatureCelsius | 16°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt rond 16°C.
"['locationArea | in_het_zuiden', 'windAmount | matig', 'windDirection | noordelijke', 'windDirection | west']","De wind is matig en komt uit noordelijke richtingen, in het zuiden is de wind eerst west."
"['cloudAmount | weinig_bewolking', 'timePoint | Komende_nacht', 'weatherType | droog']",Komende nacht is er weinig bewolking en blijft het droog.
"['locationArea | vlak_aan_zee', 'minimumTemperature | 4°C', 'temperatureCelsius | enkele_graden_hoger', 'temperatureHotCold | frisse']","Het wordt een frisse nacht, de minimumtemperatuur ligt rond 4°C, vlak aan zee enkele graden hoger."
"['locationArea | langs_de_kust', 'windAmount | matig', 'windAmount | zwak', 'windDirection | tussen_noord_en_noordwest']","De wind komt uit richtingen tussen noord en noordwest en is zwak, langs de kust matig."
"['cloudChange | ontstaan', 'cloudChange | toe', 'cloudType | stapelwolken', 'compassDirection | westen', 'timePoint | Woensdag_overdag', 'timePoint | in_de_loop_van_de_avond', 'weatherFrequency | perioden', 'weatherType | zon']","Woensdag overdag zijn er perioden met zon maar ontstaan er wel stapelwolken, in de loop van de avond neemt de bewolking van het westen uit toe."
"['locationArea | in_het_zuiden_van_het_land', 'locationArea | op_de_Waddeneilanden', 'maximumTemperature | 16°C', 'maximumTemperature | 19°C', 'weatherType | droog']",Het blijft droog en de maximumtemperaturen lopen uiteen van 16°C op de Waddeneilanden tot 19°C in het zuiden van het land.
"['locationArea | overal', 'timePoint | In_de_ochtend', 'timePoint | in_de_middag', 'windAmount | zwak', 'windAmount | zwak_tot_matig', 'windDirection | uiteenlopende', 'windDirection | zuid_tot_zuidwest']","In de ochtend is de wind zwak uit uiteenlopende richtingen, in de middag wordt de wind geleidelijk overal zuid tot zuidwest en is dan zwak tot matig."
"['cloudAmount | wolkenvelden', 'compassDirection | zuidwesten', 'timePoint | Vanavond', 'timePoint | komende_nacht', 'weatherType | opklaringen']","Vanavond zijn er opklaringen, komende nacht trekken er van het zuidwesten uit wolkenvelden over."
"['locationArea | op_de_meeste_plaatsen', 'weatherType | droog']",Het blijft het op de meeste plaatsen droog.
"['locationArea | In_het_noordoosten', 'weatherType | opgeklaard']",In het noordoosten blijft het nog het langst opgeklaard.
"['temperatureCelsius | 10°C', 'temperatureChange | koelt', 'weatherIntensity | enkele', 'weatherOccurringChance | mogelijk', 'weatherType | mistbanken']",Daar koelt het dan af tot ca. 10°C en ontstaan er mogelijk enkele mistbanken.
"['cloudAmount | bewolking', 'locationArea | In_het_zuidwesten', 'locationArea | zuiden', 'temperatureCelsius | 17']",In het zuidwesten en zuiden wordt het onder de bewolking een graad of 17.
"['locationArea | in_de_kustgebieden', 'windAmount | zwak', 'windChange | oost']","De wind draait naar oost en is zwak, in de kustgebieden matig."
"['locationArea | In_het_noordoosten', 'windAmount | geen']",In het noordoosten staat er nagenoeg geen wind.
"['cloudAmount | veel_bewolking', 'timePoint | Morgen_overdag', 'weatherFrequency | van_tijd_tot_tijd', 'weatherType | regent']",Morgen overdag is er veel bewolking en regent het van tijd tot tijd.
"['weatherArea | Lokaal', 'weatherType | onweer']",Lokaal kan ook onweer voorkomen.
"['locationArea | in_het_zuidoosten', 'timePoint | Later_op_de_dag', 'weatherIntensity | enkele_stevige', 'weatherType | regen-']",Later op de dag kunnen er met name in het zuidoosten enkele stevige regen- en onweersbuien overtrekken.
"['precipitationAmount | veel', 'timePoint | in_korte_tijd', 'weatherArea | Plaatselijk']",Plaatselijk kan er in korte tijd veel neerslag vallen.
['maximumTemperature | 23°C'],De maximumtemperaturen lopen uiteen van 23°C op de Wadden tot 27°C in het oosten en zuidoosten.
"['locationArea | langs_de_kust', 'windAmount | matig', 'windChange | toe', 'windDirection | oost_tot_zuidoost']","De wind is oost tot zuidoost en neemt toe naar matig, langs de kust tot vrij krachtig."
"['timePoint | In_de_loop_van_de_middag', 'windChange | zuid']",In de loop van de middag draait de wind naar zuid.
"['compassDirection | zuidoostelijke', 'locationArea | boven_het_zuiden', 'locationArea | midden', 'locationArea | oosten', 'locationArea | zuiden_van_Limburg', 'timePoint | tegen_de_middag', 'weatherChange | verlaat', 'weatherIntensity | lichte', 'weatherType | (mot)regen']","Een smalle zone met lichte (mot)regen boven het zuiden, midden en oosten trekt in zuidoostelijke richting en verlaat tegen de middag het zuiden van Limburg."
"['timePoint | in_de_loop_van_de_ochtend', 'timePoint | vanmiddag', 'weatherIntensity | wat', 'weatherType | klaart', 'weatherType | zon']",Daarachter klaart in de loop van de ochtend al wat op maar vooral vanmiddag komt er meer ruimte voor de zon.
"['temperatureCelsius | 14°C', 'timePoint | middagtemperatuur']",De middagtemperatuur komt uit rond 14°C.
"['windAmount | matige', 'windDirection | noordelijke']",Er staat een matige noordelijke wind.
"['locationArea | Aan_de_kust', 'timePoint | aanvankelijk', 'weatherFrequency | af_en_toe', 'windAmount | krachtig', 'windAmount | matig_tot_vrij_krachtig']",Aan de kust is de wind matig tot vrij krachtig en aanvankelijk nog af en toe krachtig.
"['locationArea | landinwaarts', 'timePoint | In_de_avond', 'windAmount | zwak', 'windChange | luwt', 'windChange | tussen_west_en_noordwest']",In de avond draait de wind naar richtingen tussen west en noordwest en luwt landinwaarts naar zwak.
"['cloudChange | langzaam_toe', 'locationArea | vrijwel_overal', 'timePoint | Komende_nacht', 'weatherType | droog']","Komende nacht neemt de bewolking langzaam toe, maar het blijft vrijwel overal droog."
"['locationArea | In_het_zuiden', 'weatherType | opklaringen']",In het zuiden zijn er nog opklaringen.
"['locationArea | aan_zee', 'locationArea | in_het_zuidoosten', 'minimumTemperature | 11°C', 'minimumTemperature | 3°C']",De minima variëren van 3°C in het zuidoosten tot 11°C aan zee.
"['windAmount | matige', 'windDirection | westelijke']",Er staat een matige westelijke wind.
"['locationArea | Aan_zee', 'locationArea | boven_het_IJsselmeer', 'locationArea | in_het_Waddengebied', 'weatherOccurringChance | mogelijk', 'windAmount | hard', 'windAmount | krachtig', 'windChange | toe']","Aan zee en boven het IJsselmeer neemt de wind toe naar krachtig, in het Waddengebied mogelijk hard."
"['cloudChange | dikker', 'compassDirection | noordwesten', 'timePoint | Dinsdag_overdag']",Dinsdag overdag wordt de bewolking van het noordwesten uit dikker.
"['locationArea | In_het_noorden', 'locationArea | in_het_oosten', 'timePoint | in_de_middag', 'timePoint | in_de_ochtend', 'weatherIntensity | wat', 'weatherOccurringChance | mogelijk', 'weatherType | regen']","In het noorden gaat er in de ochtend wat regen vallen, in de middag mogelijk ook in het oosten."
"['locationArea | In_de_rest_van_het_land', 'locationArea | in_het_uiterste_zuidwesten', 'locationArea | zuiden', 'weatherOccurringChance | mogelijk', 'weatherType | droog', 'weatherType | zon']",In de rest van het land blijft het droog met in het uiterste zuidwesten en zuiden mogelijk nog wat zon.
