input,output
"['baseNumber | first', 'baseNumber | second', ""batterName | Caleb_Joseph's"", 'batterName | Gleyber_Torres', ""batterName | Renato_Nunez's"", 'fielderPosition | second_baseman', 'homeRunNumber | 17', 'inningNumber | ninth', 'inningNumber | second', 'inningNumber | second-inning', 'inningNumber | third-inning', 'pitchResult | hits', 'pitchResult | homer', 'pitchResult | solo_shot', 'pitchResultNumber | both', 'runNumber | three-run', 'strikeTrajectory | to_shortstop', 'strikingType | bunt', 'strikingType | drive', 'strikingType | grounder']","Gleyber Torres raised his homer total to 17 with a solo shot in the second and a three-run drive in the ninth , but the rookie second baseman also failed to cover first base on Caleb Joseph's second-inning bunt and second on Renato Nunez's third-inning grounder to shortstop, leading to hits both times."
"['pitcherName | Gray', 'pitcherRecord | 8-8', 'scoreTally | 7-1_deficit', 'teamName | New_York']",Gray (8-8) may have lost his rotation spot after putting New York in a 7-1 deficit.
"['inningsPitched | 4_1/3', 'managerName | Aaron_Boone', 'pitcherName | Gray', 'pitcherName | Lance_Lynn', 'scoreNumber | scoreless', 'startsNumber | debut', 'teamName | Yankees']","Lance Lynn followed with 4 1/3 scoreless innings in his Yankees debut and first regular-season relief appearance since 2012, and manager Aaron Boone wouldn't commit to staying with Gray ."
['pitcherName | Gray'],"On an afternoon that began with a partly sunny sky, Gray left under dark clouds just before a 39-minute rain delay."
"['ERA | 5.56', 'hitNumber | eight', 'inningsPitched | 2_2/3', 'runNumber | seven', 'walkNumber | two']","He tied his career high by allowing seven runs, giving up eight hits and two walks in 2 2/3 innings as his ERA rose to 5.56."
['pitcherName | Gray'],"Gray wiped his faced as he left the mound, adjusted his cap and then smirked when fans jeered."
['pitcherName | Gray'],Gray said fans shouldn't question his desire because of his demeanor.
"['ERA | 4.85', 'pitcherRecord | 12-15', 'teamName | Oakland']",He is 12-15 with a 4.85 ERA since he was acquired from Oakland at last year's trade deadline.
"['ERA | 3.62', 'ERA | 7.71', 'homeAway | on_the_road', 'locationPlayed | Yankee_Stadium']",His ERA this year is 7.71 at Yankee Stadium and 3.62 on the road.
"['competitionName | World_Series', 'gameNumber | 2', 'locationPlayed | Yankee_stadium', 'pitcherName | Gray', 'pitcherName | Pedro_Martinez', 'teamName | New_York', 'winLossType | lost']","Then a 19-year-old at Vanderbilt, Gray tweeted on Oct. 29, 2009, that ""You have to be really good to get all of Yankee stadium to boo you as you're walking off the mound...and a hall of famer to smile about it."" That was when Pedro Martinez lost World Series Game 2 to New York."
"['standingsGames | 5_1/2', 'teamName | Boston', 'teamName | New_York', 'teamRecord | 68-38', 'teamRecord | 75-34']",New York (68-38) dropped 5 1/2 games behind Boston (75-34).
['winningPercentage | .640_or_higher'],"This is the first time since the leagues split into divisions in 1969 that two teams in the same division began August with a winning percentage .640 or higher, according to the Elias Sports Bureau."
"['fielderName | Boone', 'fielderName | Nevin']","Boone, a laid-back Californian, understood the eruption by the extroverted Nevin."
"['fielderName | Greg_Bird', 'fielderPosition | First_baseman']",First baseman Greg Bird said the lashing was needed.
"['inningNumber | second', 'scoreTally | 5-0_lead', 'teamName | Baltimore']","Baltimore, which traded six veterans for prospects in recent weeks, took a 5-0 lead in the second ."
"['batterName | Joseph', 'batterName | Trey_Mancini', 'fielderName | Miguel_Andujar', 'fielderName | Torres', 'fielderPosition | third_baseman', 'pitchResult | reached', 'pitchResult | run-scoring_single', 'pitchResult | single']","Trey Mancini hit a run-scoring single , and Joseph reached on a bunt single as third baseman Miguel Andujar delayed his throw because Torres didn't sprint to cover first."
"['batterName | Renato_Nunez', 'batterName | Tim_Beckham', 'fielderName | Shane_Robinson', 'pitchResult | double', 'pitchResult | single', 'runNumber | two-run', 'runNumber | two-run', 'strikeTrajectory | in_right']","Renato Nunez followed with a two-run double over a shallow Shane Robinson in right , and Tim Beckham had a two-run single ."
"['batterHitsTries | 0_for_15', 'batterName | Giancarlo_Stanton', 'batterName | Torres', 'battersFacedNumber | 19', 'homeRunNumber | first', 'matchDate | July_1', 'onBaseNumber | loaded', 'pitchResult | home_run', 'pitchResult | struck_out', 'pitchResultNumber | four', 'pitcherName | Cobb', 'pitcherRecord | 3-14', 'strikingType | sacrifice_flies', 'teamName | Yankees']","Torres led off the bottom half with his first home run since July 1 , and Cobb (3-14) struck out Giancarlo Stanton to end the inning , leaving the Yankees 0 for 15 with four sacrifice flies in their last 19 plate appearances with the bases loaded."
"['batterName | Breyvic_Valera', 'batterName | Mancini', 'fielderName | Didi_Gregorius', 'inningNumber | third', 'pitchResult | homered', 'pitcherName | Lynn', 'strikeTrajectory | to', 'strikingType | grounder']","Mancini homered in the third , and Breyvic Valera greeted Lynn with a grounder to Didi Gregorius."
"['baseNumber | second', 'fielderName | Torres', 'fielderPosition | shortstop', 'pitchResult | scored', 'throwDirection | first']","The shortstop looked to second for a force, saw Torres wasn't there, and then threw too late to first as another run scored ."
"['fielderName | Torres', 'fielderPosition | shortstop']","Torres, 21, was a shortstop until last year."
"['batterName | Andujar', 'batterName | Neil_Walker', 'fielderPosition | pinch-hitter', 'inningNumber | eighth', 'onBaseNumber | loaded', 'pitchResult | double_play', 'pitchResult | single', 'pitcherName | Mychal_Givens', 'pitcherName | Paul_Fry', 'strikingType | ground']","Andujar hit a based loaded-single against Mychal Givens in the eighth, but Paul Fry got pinch-hitter Neil Walker to ground into an inning-ending double play."
"[""batterName | Torres'"", 'outNumber | two-out', 'pitchResult | homer', 'pitcherName | Mike_Wright_Jr.']",After Torres' two-out homer against Mike Wright Jr.
"['batterName | Bird', 'strikingType | popup']",", Bird followed a game-ending popup."
"['locationPlayed | Boston', 'pitcherName | Lynn', 'pitchesTotalThrown | 71']","Lynn threw 71 pitches, which rules him out for a start at Boston."
"['batterName | Russell_Martin', 'locationPlayed | Yankee_Stadium', 'teamName | Toronto_Blue_Jays', 'winLossType | victory']","TORONTO --  With his team coming off a morale-boosting series victory at Yankee Stadium the day before, Russell Martin wasn't about to allow the Toronto Blue Jays to let up."
"['fielderPosition | catcher', 'finalScore | 7-4', 'hasLostTeam | Houston_Astros', 'hasWonTeam | Blue_Jays', 'hitNumber | three', 'matchDate | Thursday_night', 'pitchResult | homered', 'winLossType | beat']",The veteran catcher homered and matched a season high with three hits as the Blue Jays beat the Houston Astros 7-4 on Thursday night.
"['competitionName | AL_East', 'inningsPitched | six', 'pitcherName | Francisco_Liriano', 'pitcherName | Roberto_Osuna', 'pitcherRecord | 5-4', 'pitcherSaveRecord | 21st', 'teamName | Baltimore', 'teamName | Blue_Jays', 'teamStandings | fourth_place', 'winLossRecord | third_straight', 'winLossType | won']",Francisco Liriano (5-4) pitched six solid innings and Roberto Osuna converted his 21st consecutive save opportunity as the Blue Jays won their third straight and moved into a tie with Baltimore for fourth place in the AL East.
"['teamName | Houston', 'winLossRecord | 58-28', 'winLossRecord | eight_of_10', 'winLossRecord | four', 'winLossType | won']","Houston, which has the best record in the majors at 58-28, had won four in a row and eight of 10."
"['pitcherName | Billy_Koch', 'pitcherName | Osuna', ""pitcherName | Tom_Henke's"", 'pitcherSaveRecord | 23']","Osuna tied Billy Koch for the fourth-longest save streak in franchise history, two behind Tom Henke's run of 23 in a row set between August 1986 and June 1987."
"['batterName | Carlos_Beltran', 'batterName | Marwin_Gonzalez', 'pitchResult | homered', 'teamName | Astros']","Marwin Gonzalez and Carlos Beltran homered for the Astros, handed a rare defeat on the road."
"['competitionName | AL_West', 'homeAway | away_from_home', 'matchDate | April', 'pitcherName | All-Star_pitcher_Lance_McCullers_Jr.', 'pitcherRecord | 7-2', 'winLossRecord | 31-10', 'winLossType | lost']",The AL West leaders fell to 31-10 away from home as All-Star pitcher Lance McCullers Jr. (7-2) lost for the first time since April.
"['inningNumber | fifth', 'inningNumber | first', 'onBaseNumber | bases_loaded', 'runNumber | five-run', 'scoreTally | 2-1', 'teamName | Blue_Jays']","After failing to score despite loading the bases loaded in the first, the Blue Jays trailed 2-1 before batting around in a five-run fifth."
"['batterHitsTries | 0-for-15', 'batterName | Josh_Donaldson', 'pitchResult | single', 'runNumber | two-run', 'teamName | Toronto']","Josh Donaldson, the 2015 AL MVP, ended an 0-for-15 slide with a two-run single that put Toronto in front."
"['RBI | double', 'RBI | single', 'batterHitsTries | 0-for-22', 'batterName | Kendrys_Morales', 'batterName | McCullers', 'batterName | Troy_Tulowitzki']",Kendrys Morales added an RBI double and Troy Tulowitzki chased McCullers with an RBI single that snapped his 0-for-22 skid with runners in scoring position.
"['batterName | Ryan_Goins', 'batterName | Tulowitzki', 'pitchResult | doubled_home']","Three batters later, Ryan Goins doubled home Tulowitzki."
"['earnedRunsNumber | five', 'hitNumber | nine', 'inningsPitched | 4_1/3', 'pitcherName | McCullers', 'runNumber | six', 'startsNumber | first', 'teamName | Toronto']","In his first career start at Toronto, McCullers was charged with nine hits and six runs -- five earned -- in tying a season low by going 4 1/3 innings."
"['locationPlayed | Cleveland', 'matchDate | April_26', 'winLossRecord | five', 'winLossType | losing', 'winLossType | won']",He had won a career-best five straight decisions since losing April 26 at Cleveland.
"['fielderName | Carlos_Correa', 'fielderPosition | shortstop', 'injuryType | sore_left_thumb', 'inningNumber | first-inning', 'pitchResult | single', 'teamName | Astros']","One bright spot for the Astros was a first-inning single by All-Star shortstop Carlos Correa, who returned to the lineup after sitting out the previous night with a sore left thumb."
['gameNumber | 14'],He extended the longest active hitting streak in the majors to a career-high 14 games.
"['batterName | Chris_Denorfia', 'pitchResult | robbed_a_home_run', 'pitchResult | stole_home']",PHILADELPHIA --  Chris Denorfia robbed a home run in one game and stole home in the next.
"['batterName | Denorfia', 'pitchResult | steal_of_home', 'teamName | San_Diego']",Denorfia sparked San Diego with its first steal of home since 2005.
"['pitchResult | Padres', 'teamName | Philadelphia', 'winLossType | defeat']",It had only seemed that long since the Padres were able to defeat Philadelphia.
"['batterName | Denorfia', 'finalScore | 5-4', 'hasLostTeam | Philadelphia_Phillies', 'hasWonTeam | San_Diego_Padres', 'matchDate | Monday', 'pitchResult | stole_home', 'pitcherName | Aaron_Harang', 'pitcherName | Cliff_Lee', 'winLossType | beat']","Aaron Harang outpitched Cliff Lee, Denorfia stole home and the San Diego Padres beat the Philadelphia Phillies for the first time in more than a year, 5-4 on Monday."
"['gameNumber | four-game', 'hasLostTeam | Phillies', 'inningsPitched | six', 'matchDate | June_7,_2010', 'pitcherName | Harang', 'pitcherRecord | 9-2', 'runNumber | four', 'teamName | Padres', 'winLossType | defeat', 'winLossType | sweep']","Harang (9-2) gave up four runs in six innings to help the Padres avoid a four-game sweep and defeat the Phillies for the first time since June 7, 2010."
"['hasLostTeam | Padres', 'hasWonTeam | Phillies', 'winLossRecord | 10_straight', 'winLossRecord | 11', 'winLossType | beaten']","The Phillies had beaten the Padres 10 straight times, their second-longest streak against them since winning 11 from 2004-06."
"['inningsPitched | four', 'pitcherName | Lee', 'pitcherRecord | 9-7']","Lee (9-7) lasted only four innings, his second-shortest outing of the season."
"['batterName | Denorfia', 'hitNumber | 10', 'pitchResult | pickoff_blunder', 'pitchResult | steal_home', 'runNumber | five']","He allowed 10 hits, five runs and made a pickoff blunder that allowed Denorfia to steal home."
"['baseNumber | third', 'batterName | Denorfia', 'pitchType | soft_toss', 'scoreTally | 3-1_lead', 'teamName | Padres', 'throwDirection | to_first']",His soft toss to first gave Denorfia the opening he needed to bolt from third and give the Padres a 3-1 lead.
"['inningNumber | ninth', 'pitcherName | Heath_Bell', 'pitcherSaveRecord | 29th']",Heath Bell pitched the ninth for his 29th save.
"['baseNumber | second', 'batterName | Domonic_Brown', 'inningNumber | ninth', 'pitchResult | advanced', 'pitchResult | walk', 'strikingType | sacrifice']",Domonic Brown opened the ninth with a walk and advanced to second on a sacrifice.
"['batterName | Ross_Gload', 'hitNumber | 13', 'pitchResult | struck_out_swinging', 'pitchType | 95_mph_fastball']","Ross Gload, who leads the majors with 13 pinch hits, struck out swinging on a 95 mph fastball."
"['batterName | Jimmy_Rollins', 'pitchResult | retired', 'pitcherName | Bell', 'pitcherName | Harang', 'strikingType | flyout']",Bell retired Jimmy Rollins on a flyout to save it for Harang.
